|           RA |          DEC |  Vmag |         Source | idx | source_x | source_y |     source_RA |       source_DEC | residual_aperture_sum |      instrmag |           alt |
| 265.66761325 | -15.55921921 |  7.01 | I/239/hip_main | 149 |  249.078 |  614.178 | 265.677685097 |   -15.5749294225 |         7011.15988432 | 7.35674970999 |  29.347176465 |
| 265.85772897 | -21.68308566 |  4.86 | I/239/hip_main |  54 |  140.692 |  820.289 | 265.841016678 |   -21.6778442489 |         46415.7957818 |  9.4089395342 | 23.7119446212 |
| 266.09985237 | -22.19490506 |  6.58 | I/239/hip_main | 136 |    124.4 |  834.187 | 266.079393948 |   -22.1788356064 |         9474.56592683 | 7.68367333772 | 23.3198482122 |
| 266.14490139 |  -7.40810129 |  8.01 | I/239/hip_main | 457 |  368.311 |  332.282 |  266.16386425 |   -7.38940470298 |         2866.05421842 | 6.38548603722 | 37.0875058931 |
| 266.60368388 |   1.04434999 |  6.64 | I/239/hip_main | 192 |  495.118 |  38.1548 | 266.588635038 |    1.04922376374 |          9848.2791527 | 7.72567590831 | 44.9270568104 |
| 266.65141760 | -16.00359940 |  8.19 | I/239/hip_main | 300 |  209.217 |  613.859 | 266.668359856 |   -16.0244852781 |         2756.12324335 | 6.34302161669 | 29.2762340288 |
| 266.86287595 | -18.10710767 |  7.45 | I/239/hip_main | 343 |  167.578 |  682.278 | 266.869240825 |   -18.1275157086 |         4690.40457672 | 6.92030079488 | 27.3763223791 |
| 266.88083430 | -20.83731102 |  7.19 | I/239/hip_main | 217 |  121.995 |  775.898 | 266.862045097 |   -20.8427457105 |         5674.57673664 | 7.12710871577 | 24.8250770999 |
| 266.90330267 | -14.72578118 |  5.93 | I/239/hip_main |  50 |  222.158 |  566.691 | 266.919795505 |   -14.7449561831 |         19792.8874971 | 8.48354792286 | 30.5577957318 |
| 267.08008199 |  -1.80825699 |  7.74 | I/239/hip_main | 439 |  430.184 |  127.297 | 267.089446762 |   -1.78808655905 |          3190.0364987 | 6.50176416265 | 42.5792318283 |
| 267.10649374 | -16.82715790 |  8.35 | I/239/hip_main | 248 |  181.108 |  634.532 | 267.113767833 |   -16.8373110314 |         2150.06336773 | 6.07340318214 | 28.6669048907 |
| 267.15356845 |  -2.19619517 |  7.79 | I/239/hip_main | 402 |  421.594 |  139.218 | 267.154812844 |   -2.16940953008 |          3809.2746709 |  6.6943807549 | 42.2594224531 |
| 267.39840757 | -20.00667876 |  7.59 | I/239/hip_main | 298 |  119.009 |  738.923 | 267.390348222 |   -20.0049149329 |         4585.81853575 | 6.89581719597 | 25.7812050771 |
| 267.48129659 | -12.60924043 |  8.04 | I/239/hip_main | 455 |  237.747 |  485.845 | 267.506604675 |   -12.6199609461 |         2149.14366366 | 6.07293865181 | 32.7460464153 |
| 267.90226397 |  -6.86325633 |  7.96 | I/239/hip_main | 385 |  318.965 |  285.133 | 267.905542633 |   -6.84497838899 |         3251.49522501 | 6.52248283392 | 38.2607483861 |
